job_id,role_id,industry_id,country_id,year_id,education_requirement_level,automation_risk_percent,ai_replacement_score,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percent,skill_demand_growth_percent,remote_feasibility_score,ai_adoption_level
2486,10,8,2,3,2,33.9,34.42,24.76,41082.77,35532.19,-13.51,-3.38,56.0,97.92
2487,9,2,4,2,1,18.7,17.75,93.2,135224.77,156547.68,15.77,-3.38,17.91,71.25
2488,5,6,5,2,5,78.1,79.27,49.85,52478.23,58726.97,11.91,22.62,68.67,2.61
2489,5,1,7,1,5,48.41,50.25,20.75,54999.94,60260.96,9.57,-5.11,64.56,84.58
2490,5,1,3,6,3,30.7,35.76,74.37,77401.4,75491.62,-2.47,0.89,96.11,31.04
2491,6,7,5,3,5,33.09,28.98,80.69,63077.31,57488.89,-8.86,-12.56,49.04,41.13
2492,7,6,8,4,4,45.26,50.96,81.93,125797.58,126504.36,0.56,4.25,20.82,12.47
2493,8,2,9,4,1,66.35,74.83,55.24,134996.42,153883.74,13.99,11.21,30.89,16.71
2494,7,2,2,2,4,63.17,59.25,13.51,67785.33,69952.95,3.2,4.03,72.82,53.09
2495,8,3,3,5,5,67.82,78.76,51.2,138681.56,119149.32,-14.08,0.0,30.94,66.23
2496,7,3,6,2,3,45.07,47.94,68.61,32678.74,32838.38,0.49,-1.67,27.19,63.25
2497,5,6,6,2,2,48.65,50.32,30.25,106781.22,108974.65,2.05,17.09,27.41,68.14
2498,1,4,9,2,1,75.64,66.92,25.6,47881.03,44991.7,-6.03,20.29,15.64,87.49
2499,8,4,2,7,4,39.04,36.4,34.4,64830.15,51801.02,-20.1,-0.49,59.32,77.35
2500,6,1,9,5,2,57.21,52.51,52.87,130815.14,157432.74,20.35,13.22,29.03,74.52
2501,8,6,3,1,3,45.24,52.9,16.9,120164.91,121704.21,1.28,-3.17,59.67,38.84
2502,4,7,4,3,1,69.12,55.42,52.02,56058.43,57925.18,3.33,8.27,84.96,15.26
2503,3,2,5,5,1,44.13,35.56,84.8,116757.02,136996.17,17.33,7.34,18.49,52.87
2504,2,5,1,5,3,45.39,53.97,85.71,117993.08,115724.04,-1.92,10.45,91.08,32.52
2505,9,3,7,3,2,61.3,67.09,1.83,73327.16,74191.28,1.18,-5.4,81.15,20.13
2506,8,1,1,3,4,33.95,35.41,16.02,123426.66,111405.31,-9.74,-1.76,60.25,41.03
2507,7,2,3,5,1,74.42,85.73,48.34,73111.65,64498.17,-11.78,-3.84,59.01,80.5
2508,1,1,9,3,2,31.75,27.82,47.55,38284.13,38946.03,1.73,23.96,54.67,30.04
2509,6,7,5,5,2,73.33,61.32,86.98,75204.62,77873.02,3.55,10.9,19.38,83.15
2510,7,1,4,4,5,57.75,46.95,13.37,106275.37,119148.14,12.11,12.99,74.82,65.95
2511,8,4,7,7,1,53.64,55.25,26.08,139485.19,139393.08,-0.07,4.76,75.6,42.72
2512,3,5,2,5,5,5.0,4.13,64.86,145783.75,151444.16,3.88,34.8,38.65,25.67
2513,9,3,2,7,1,11.47,10.43,44.91,53753.97,55073.73,2.46,0.35,90.52,93.68
2514,6,2,2,5,4,53.26,43.73,74.09,43211.44,48026.2,11.14,11.77,75.33,95.19
2515,7,6,4,7,5,61.67,66.44,26.17,140972.24,130085.62,-7.72,1.09,84.4,0.25
2516,5,5,1,2,3,68.25,61.76,88.47,112977.5,99868.31,-11.6,19.32,15.35,83.01
2517,2,2,1,6,1,36.96,35.07,60.04,87870.45,84463.56,-3.88,1.75,21.09,86.3
2518,2,2,7,3,1,27.21,32.4,19.85,43238.68,39859.68,-7.81,6.43,64.22,85.06
2519,7,3,1,6,4,13.35,14.95,39.45,49138.88,46428.73,-5.52,5.53,51.8,81.74
2520,6,5,6,7,4,60.83,60.56,86.0,44443.77,48337.96,8.76,10.74,58.94,67.52
2521,2,4,2,2,4,64.24,60.53,56.89,60895.84,50459.85,-17.14,0.33,21.06,32.19
2522,6,4,3,7,3,69.64,66.33,74.8,51023.74,46096.64,-9.66,3.11,22.48,61.74
2523,7,1,5,1,4,52.52,46.5,47.44,133596.74,127487.19,-4.57,6.56,98.19,60.96
2524,9,4,6,6,2,42.93,41.73,57.31,40874.93,41634.71,1.86,11.36,26.56,56.26
2525,1,2,9,2,1,19.33,15.6,63.05,107818.0,94252.37,-12.58,8.33,64.31,5.65
2526,9,6,2,6,4,52.65,53.78,65.53,137457.07,132785.99,-3.4,6.82,14.41,83.76
2527,3,4,9,7,4,34.28,38.59,31.29,77717.98,81705.29,5.13,7.47,17.9,86.15
2528,8,4,5,2,5,55.51,51.42,35.52,35575.38,35516.09,-0.17,1.49,18.6,19.4
2529,4,8,7,3,2,69.27,71.24,63.36,52497.52,53401.31,1.72,6.54,57.1,91.26
2530,9,5,3,1,3,69.14,75.54,73.41,42647.22,41577.68,-2.51,3.67,10.78,15.83
2531,7,3,9,1,3,71.63,64.18,97.02,101674.92,101496.81,-0.18,-11.04,29.72,98.4
2532,10,8,6,6,4,84.31,68.33,94.78,116527.81,119354.73,2.43,-0.94,68.22,21.88
2533,5,2,8,6,2,63.09,52.67,48.94,31190.78,29789.43,-4.49,-4.68,24.45,76.66
2534,6,3,8,1,5,14.12,16.05,94.22,111195.35,104670.27,-5.87,-7.04,52.95,60.46
2535,6,1,6,4,3,56.81,58.04,35.13,136910.07,135991.18,-0.67,-3.33,79.8,6.09
2536,10,4,2,6,5,74.37,83.88,66.08,31552.43,29929.29,-5.14,-5.42,31.03,96.27
2537,5,3,4,3,4,55.61,51.1,92.97,118871.3,109088.81,-8.23,-9.64,27.95,97.11
2538,7,7,2,5,5,46.21,53.53,34.65,133300.99,130144.19,-2.37,12.13,79.72,75.23
2539,4,8,3,3,4,73.09,67.45,46.55,133799.95,126929.48,-5.13,18.43,86.12,4.7
2540,7,4,8,1,2,64.74,57.15,28.61,89185.78,99251.24,11.29,-22.58,59.03,33.15
2541,9,6,1,1,3,22.27,24.66,40.0,90700.9,97113.23,7.07,7.5,73.68,4.55
2542,5,4,5,3,3,68.7,82.15,47.25,146350.84,118923.88,-18.74,26.96,39.83,65.76
2543,10,2,4,2,3,41.09,34.59,2.72,65085.61,72107.37,10.79,-16.59,36.35,98.41
2544,5,3,4,6,3,30.42,29.7,10.33,61275.18,61763.51,0.8,-1.05,77.6,19.57
2545,1,3,4,5,5,35.75,28.84,83.95,123595.62,121409.22,-1.77,-0.72,95.98,39.2
2546,1,7,9,5,5,46.83,44.12,59.61,147378.83,145178.26,-1.49,-20.66,42.11,98.56
2547,2,7,6,7,1,74.54,73.02,1.21,92458.01,92614.32,0.17,8.55,26.42,2.21
2548,7,5,3,5,4,34.83,40.66,99.66,143444.16,149539.38,4.25,21.77,63.16,53.9
2549,10,4,6,3,1,74.49,72.08,66.92,44593.45,47859.82,7.32,-0.11,91.34,53.9
2550,3,2,7,4,3,5.0,5.85,70.21,79683.35,68650.42,-13.85,24.4,51.88,88.68
2551,3,4,3,6,1,11.28,9.49,0.27,67680.05,64954.78,-4.03,-0.07,11.01,22.72
2552,7,3,4,6,1,33.29,27.05,60.79,98256.04,100215.07,1.99,-3.46,99.88,94.45
2553,7,4,2,3,3,10.19,11.39,35.36,37638.16,33760.97,-10.3,-6.79,57.09,66.11
2554,10,3,1,1,4,77.43,69.56,32.18,67005.8,61624.95,-8.03,21.55,45.08,48.86
2555,3,1,4,7,5,29.18,33.01,46.5,65473.72,68884.93,5.21,9.04,47.84,66.78
2556,8,7,4,2,5,5.0,5.06,4.5,33502.9,28336.11,-15.42,13.86,76.83,89.61
2557,9,5,4,3,4,19.76,21.53,51.45,43454.31,48500.27,11.61,21.08,56.41,92.65
2558,1,2,8,6,4,46.48,55.59,50.92,43902.24,38042.06,-13.35,3.76,63.74,69.31
2559,5,4,4,6,1,42.79,35.9,46.86,39774.51,43915.46,10.41,11.53,96.61,14.88
2560,4,5,9,4,1,47.27,48.55,92.25,105273.2,103142.01,-2.02,-6.28,68.93,70.03
2561,10,5,8,1,4,85.42,74.5,95.15,37096.73,41700.21,12.41,13.46,16.54,4.15
2562,5,8,4,6,3,17.12,14.3,54.74,55853.28,54917.0,-1.68,16.13,72.6,65.29
2563,10,4,3,7,2,47.39,42.52,34.25,125599.0,106489.96,-15.21,10.33,83.61,5.48
2564,5,2,6,7,4,58.94,57.51,73.13,141295.35,136078.11,-3.69,20.91,23.59,80.64
2565,6,1,2,4,3,42.25,35.07,71.91,65022.24,53263.99,-18.08,3.6,74.47,88.59
2566,3,5,5,7,3,5.0,5.38,76.7,55191.29,50301.13,-8.86,4.78,77.21,84.75
2567,9,2,1,2,4,17.57,19.8,77.16,71629.6,72250.59,0.87,12.43,65.83,66.47
2568,3,4,6,3,1,39.3,44.9,60.97,138931.2,122129.91,-12.09,8.03,92.22,68.16
2569,7,8,8,7,4,58.95,70.39,7.52,81431.11,86777.11,6.57,-8.13,82.61,96.63
2570,10,8,4,1,3,56.82,63.33,91.71,111999.05,118614.7,5.91,-9.09,97.3,98.76
2571,5,5,7,1,5,54.97,63.47,20.03,59529.43,57540.83,-3.34,-7.99,63.06,60.38
2572,7,6,1,4,4,30.44,35.56,91.51,77048.17,90591.9,17.58,-0.7,69.67,38.23
2573,10,8,7,3,1,54.0,50.71,23.54,84976.6,94427.27,11.12,13.57,80.1,37.47
2574,5,2,4,3,1,63.52,50.99,47.7,125268.53,119623.07,-4.51,27.6,68.02,90.69
2575,5,2,7,2,5,49.65,55.6,98.07,114668.18,108870.32,-5.06,5.8,43.7,56.54
2576,1,5,5,5,5,65.8,64.18,96.01,62615.25,59410.17,-5.12,20.46,53.74,80.25
2577,7,4,2,1,1,30.74,25.78,52.03,93455.35,94627.2,1.25,-1.08,71.32,98.58
2578,9,3,1,3,5,75.98,82.44,52.18,49382.87,55913.28,13.22,-12.99,75.27,63.54
2579,3,7,2,2,3,49.99,48.57,72.76,47248.95,45799.48,-3.07,1.93,90.18,7.6
2580,4,5,8,7,5,66.11,59.06,46.84,139914.79,120886.82,-13.6,9.03,35.57,92.04
2581,9,5,3,7,2,39.9,41.29,45.99,75412.57,80770.06,7.1,-5.56,74.64,27.49
2582,7,1,7,2,5,65.23,74.48,92.07,49345.49,53201.49,7.81,0.75,27.87,0.35
2583,2,7,9,7,1,85.96,79.99,41.45,83560.08,79939.56,-4.33,14.31,90.31,61.69
2584,4,3,2,4,4,46.91,43.64,24.37,104887.01,113928.88,8.62,3.88,54.25,51.18
2585,8,4,3,3,1,29.17,32.55,42.48,62321.04,64050.32,2.77,15.37,63.24,61.08
2586,2,5,9,3,1,75.32,69.69,3.38,127271.18,132251.11,3.91,-1.55,17.41,37.53
2587,9,8,8,7,3,14.41,14.54,65.31,50571.98,53751.59,6.29,3.12,49.82,80.25
2588,3,3,5,5,4,64.9,77.22,89.83,68088.64,67186.97,-1.32,5.85,30.93,96.23
2589,8,7,2,5,2,35.05,33.62,83.99,40480.85,33084.21,-18.27,-7.21,41.49,30.77
2590,3,8,4,7,5,14.71,12.78,64.04,140327.38,113650.1,-19.01,5.83,24.32,83.01
2591,5,1,7,5,1,78.0,73.3,29.1,102179.15,99682.74,-2.44,20.08,66.71,71.65
2592,5,6,6,2,1,77.24,66.89,99.74,77058.8,81195.51,5.37,21.55,53.8,69.81
2593,5,2,7,3,4,37.7,32.06,48.89,92629.9,88271.3,-4.71,-9.13,23.94,53.58
2594,3,5,7,5,3,21.53,21.44,22.46,36453.02,38704.43,6.18,17.22,40.67,4.75
2595,10,6,2,5,2,85.59,74.29,93.07,87431.45,98212.08,12.33,-3.14,88.92,37.07
2596,9,7,6,6,4,38.51,37.48,92.23,113107.68,104937.91,-7.22,-0.79,30.73,26.36
2597,7,3,6,2,5,26.11,27.77,11.59,76483.02,65352.53,-14.55,13.7,15.87,8.18
2598,8,8,4,4,3,8.82,10.0,65.79,37742.69,32050.81,-15.08,-2.42,62.02,52.28
2599,10,3,3,3,2,58.68,54.33,13.78,119085.17,129201.71,8.5,-3.67,14.92,63.12
2600,3,3,2,2,2,24.56,27.2,86.33,73778.53,66193.81,-10.28,5.69,47.52,36.08
2601,10,5,5,2,4,37.82,43.79,14.81,106288.72,100500.53,-5.45,9.93,83.57,27.66
2602,6,2,2,6,5,74.57,80.8,78.53,40203.89,45193.06,12.41,8.2,87.54,2.86
2603,2,7,6,3,4,90.74,74.17,61.45,113206.5,107280.68,-5.23,17.93,19.64,76.27
2604,5,1,8,1,3,69.44,71.87,16.12,31826.7,33274.95,4.55,23.22,68.57,81.32
2605,6,8,9,3,2,40.4,34.33,94.0,95431.46,101513.62,6.37,6.7,93.84,57.21
2606,4,2,2,4,3,30.83,36.96,68.08,79012.4,62837.24,-20.47,19.55,89.95,48.25
2607,2,1,6,6,4,82.65,93.89,82.43,116662.63,112826.41,-3.29,15.35,20.32,84.25
2608,4,3,5,4,1,44.87,38.18,11.53,49109.09,53214.46,8.36,14.95,28.34,84.69
2609,9,4,9,2,5,29.69,33.17,48.88,117785.84,99651.23,-15.4,-6.95,85.72,3.53
2610,3,4,4,4,1,68.23,72.28,43.25,105366.54,105782.34,0.39,-5.59,98.66,23.53
2611,8,8,6,2,5,50.56,49.24,65.25,54586.47,56731.21,3.93,4.76,27.58,63.64
2612,10,4,2,4,4,65.29,66.99,61.51,90268.56,86666.59,-3.99,9.0,47.19,77.05
2613,8,6,5,4,3,68.6,80.98,89.94,49004.87,42234.6,-13.82,-11.12,51.39,65.62
2614,5,1,1,5,2,28.26,22.87,14.12,82813.91,90667.48,9.48,-2.82,19.6,91.75
2615,1,6,2,6,2,72.67,84.56,73.96,42840.0,38281.62,-10.64,3.21,98.89,33.3
2616,6,1,2,5,3,50.97,56.67,92.06,120665.73,115970.2,-3.89,24.96,64.49,9.42
2617,10,2,4,3,2,86.87,88.4,4.01,140388.26,155875.52,11.03,4.68,87.12,81.58
2618,1,2,9,3,4,14.3,12.85,87.55,137878.93,106550.88,-22.72,-10.89,25.76,96.84
2619,1,4,6,1,1,24.92,21.84,66.07,59141.32,59153.84,0.02,2.85,53.93,16.34
2620,5,5,4,6,1,44.62,43.04,89.03,31110.47,31307.04,0.63,7.42,23.67,4.68
2621,4,2,1,1,1,47.67,42.61,30.12,59415.86,63681.51,7.18,25.14,17.02,52.65
2622,6,2,8,1,3,65.38,54.43,88.97,99396.8,105569.31,6.21,32.43,12.13,93.96
2623,4,5,1,6,1,55.08,46.08,2.1,36094.04,41684.71,15.49,19.86,54.97,30.68
2624,2,6,3,7,4,62.22,62.63,1.94,63896.31,68393.3,7.04,1.32,64.27,45.31
2625,6,6,1,5,4,25.58,28.02,90.41,58237.01,61403.98,5.44,-4.0,97.93,75.0
2626,5,5,5,5,2,29.92,28.96,38.43,132251.4,138418.57,4.66,19.22,34.75,93.8
2627,3,5,3,2,3,45.73,54.34,58.01,128543.13,121545.23,-5.44,15.48,96.76,2.19
2628,6,3,8,7,5,63.81,75.69,33.89,107773.27,124292.58,15.33,8.65,87.96,60.3
2629,6,8,1,5,5,67.11,62.07,22.86,81680.12,73530.44,-9.98,10.67,71.23,39.41
2630,6,6,6,2,2,65.69,53.52,66.8,107978.68,109326.02,1.25,7.58,81.67,90.46
2631,8,5,4,1,5,47.25,43.29,86.98,119709.37,139920.05,16.88,-1.06,88.09,97.57
2632,1,4,8,4,1,76.66,71.31,42.17,43144.39,45271.19,4.93,1.75,42.48,62.06
2633,7,3,9,2,5,56.62,63.0,18.28,66577.58,52727.56,-20.8,-2.95,98.46,83.49
2634,10,8,6,3,3,58.58,67.46,34.77,124299.4,133088.69,7.07,-2.17,51.08,10.75
2635,4,3,4,5,4,29.13,27.99,74.93,38757.93,43673.82,12.68,14.37,68.85,76.07
2636,9,8,6,3,3,22.47,23.25,94.11,103294.11,118348.59,14.57,11.86,39.99,70.05
2637,4,1,2,1,5,74.14,59.63,87.01,56234.2,62762.72,11.61,3.55,84.15,89.19
2638,2,4,3,6,2,90.83,88.91,65.64,76857.41,70100.6,-8.79,-14.19,76.88,50.14
2639,9,2,6,6,3,66.98,73.55,2.05,105628.58,89309.92,-15.45,-17.59,83.65,54.76
2640,3,8,1,2,1,61.99,67.27,55.28,120544.56,119066.02,-1.23,-3.19,31.19,98.43
2641,7,2,1,6,4,47.96,51.08,27.88,68615.63,77213.6,12.53,-5.37,52.63,51.77
2642,2,5,7,3,2,66.44,73.58,9.04,123224.87,146523.36,18.91,12.07,39.48,40.94
2643,8,5,6,3,5,16.18,19.28,49.7,149529.23,126802.76,-15.2,4.45,55.67,3.96
2644,2,7,3,3,1,88.33,99.59,72.58,103179.21,112557.05,9.09,-2.21,62.33,97.59
2645,7,6,2,1,5,67.95,81.5,58.83,54545.27,64672.55,18.57,5.32,79.69,0.05
2646,5,7,3,6,4,45.35,40.55,87.49,48348.65,42480.52,-12.14,13.64,42.09,94.06
2647,9,7,3,3,1,26.83,22.48,6.93,90553.81,77987.18,-13.88,16.39,72.12,6.1
2648,6,7,6,5,4,70.01,78.88,98.55,142380.6,125667.71,-11.74,-11.76,77.14,13.41
2649,10,4,6,6,5,46.98,39.81,45.49,96240.51,88974.03,-7.55,23.97,15.37,47.22
2650,3,7,1,1,5,36.17,41.31,73.23,39516.3,36915.69,-6.58,-5.17,20.48,45.69
2651,1,4,8,1,4,78.9,79.36,74.19,111952.54,107410.21,-4.06,9.99,77.84,88.14
2652,3,7,6,6,1,12.01,11.27,97.01,123694.54,129904.03,5.02,-12.07,46.39,49.0
2653,7,3,2,3,2,34.86,31.78,67.48,123425.02,116588.08,-5.54,12.29,48.46,90.14
2654,6,7,1,7,3,41.82,36.75,15.99,86758.05,89942.48,3.67,7.8,77.3,89.54
2655,1,1,2,1,4,15.34,17.98,39.64,140593.71,143430.68,2.02,1.02,76.21,99.69
2656,9,7,5,2,5,63.82,60.82,55.72,73986.11,69394.97,-6.21,-2.5,29.98,54.88
2657,1,6,5,2,4,73.43,85.55,5.48,39587.93,36357.46,-8.16,-3.49,18.54,38.85
2658,8,6,4,6,5,41.14,42.43,54.34,70640.63,76706.28,8.59,10.43,41.16,8.55
2659,9,4,9,3,3,30.74,26.28,46.74,48712.22,41391.74,-15.03,3.0,76.49,2.76
2660,4,1,5,3,4,48.83,42.38,0.1,134304.01,125179.13,-6.79,7.91,69.77,61.16
2661,6,3,6,1,1,43.13,41.74,88.71,59417.76,49611.73,-16.5,-4.82,79.41,91.65
2662,3,4,5,2,3,59.48,66.57,98.68,113657.35,117505.72,3.39,6.94,89.55,84.2
2663,6,7,8,7,1,76.21,77.34,0.69,31326.53,24311.51,-22.39,20.44,50.61,40.04
2664,2,1,6,1,2,89.24,84.21,85.62,138343.78,96906.12,-29.95,4.72,78.49,70.8
2665,5,5,8,3,1,33.0,27.75,26.49,45723.42,41005.56,-10.32,-3.89,67.39,95.45
2666,9,6,8,3,2,58.0,67.9,78.41,117345.31,96907.09,-17.42,-3.54,86.16,90.54
2667,6,1,7,2,2,41.63,33.46,79.25,64208.26,76921.16,19.8,6.86,92.32,54.12
2668,5,5,8,3,3,45.22,41.44,30.52,125585.05,110181.28,-12.27,3.14,18.51,47.29
2669,10,6,5,4,3,57.55,61.08,47.11,47217.08,51503.74,9.08,5.17,24.35,68.98
2670,6,1,1,7,5,51.57,56.7,15.06,142992.64,157974.0,10.48,8.65,32.19,73.94
2671,10,4,9,7,5,79.67,76.4,38.4,108935.55,111656.07,2.5,0.69,13.86,19.06
2672,9,4,2,5,2,56.49,47.41,97.18,134207.55,149520.13,11.41,9.52,89.88,25.95
2673,9,1,3,2,3,69.46,60.98,41.33,96991.16,104723.8,7.97,-10.39,42.16,77.5
2674,4,6,5,5,2,55.62,49.71,14.59,105485.64,92268.29,-12.53,3.13,39.37,30.3
2675,5,5,6,3,1,17.57,17.9,76.36,99056.03,97584.5,-1.49,6.3,49.21,60.94
2676,3,4,6,2,4,47.32,51.03,72.9,108171.58,111206.6,2.81,-0.83,75.23,99.35
2677,6,1,1,5,4,58.54,62.91,51.48,134150.75,124542.95,-7.16,6.91,75.41,70.86
2678,6,7,1,6,1,64.29,54.63,65.37,65486.87,60357.22,-7.83,12.85,71.56,29.5
2679,7,7,8,4,4,10.63,11.2,11.33,109114.98,116658.71,6.91,-0.9,41.82,90.05
2680,7,1,5,2,3,65.12,54.03,40.71,70478.14,67444.66,-4.3,18.68,71.61,60.24
2681,5,4,6,5,2,78.29,92.01,42.77,116829.39,114627.3,-1.88,0.89,38.82,43.44
2682,8,2,6,5,5,11.85,11.83,66.32,89683.67,85115.68,-5.09,6.95,88.84,93.91
2683,9,8,6,7,2,53.25,61.38,13.14,125693.87,122779.31,-2.32,-4.6,39.14,58.56
2684,5,1,1,4,4,31.11,32.81,36.74,133294.85,116874.67,-12.32,10.79,40.25,84.74
2685,5,7,4,7,5,37.05,37.58,64.89,71737.16,70132.62,-2.24,-13.62,29.34,28.42
2686,3,8,7,7,3,5.0,4.61,32.07,145419.98,165193.31,13.6,9.25,14.08,10.65
2687,6,8,9,2,5,67.02,70.33,19.1,78575.45,88059.27,12.07,6.36,15.44,59.67
2688,1,6,2,2,5,60.19,71.7,80.72,63147.28,69365.11,9.85,12.84,75.68,82.01
2689,1,4,1,7,1,73.26,61.49,10.48,125568.0,140765.79,12.1,1.26,21.39,67.18
2690,3,6,8,7,3,5.0,4.22,35.09,40032.27,36813.93,-8.04,12.98,57.09,18.42
2691,10,8,8,4,1,44.69,44.98,73.5,41358.53,43131.68,4.29,2.96,48.62,93.89
2692,1,5,8,3,3,79.4,80.24,28.8,124893.22,118813.14,-4.87,-1.69,80.64,43.36
2693,3,4,4,7,2,14.11,14.96,73.28,45008.55,40928.49,-9.07,-2.25,44.19,76.34
2694,9,3,4,2,5,59.96,63.86,0.63,47057.2,43605.73,-7.33,-3.9,23.18,41.03
2695,7,7,6,2,3,15.26,16.79,78.77,98912.0,106997.91,8.17,9.89,58.59,32.33
2696,3,2,2,6,4,33.5,33.66,40.06,141581.1,129549.61,-8.5,13.01,62.7,68.87
2697,2,2,7,7,4,34.81,32.84,90.55,98060.77,94265.3,-3.87,2.1,56.64,54.77
2698,2,3,7,2,3,48.41,50.93,6.87,47416.76,44063.5,-7.07,5.75,89.28,14.21
2699,1,8,1,3,4,57.17,54.69,39.98,121786.74,143512.51,17.84,4.96,55.47,59.29
2700,6,8,2,1,3,63.25,65.96,61.56,124706.35,122946.24,-1.41,10.14,61.94,8.63
2701,10,7,4,5,2,50.12,48.35,83.52,91607.09,100088.12,9.26,4.18,30.19,3.15
2702,2,1,1,3,5,55.34,59.86,45.45,85197.4,75133.96,-11.81,13.17,77.67,15.31
2703,8,8,5,6,2,27.7,29.43,82.84,124983.73,114225.9,-8.61,18.54,21.01,21.68
2704,1,2,4,1,2,70.54,80.62,95.16,39118.64,47378.98,21.12,10.23,73.96,64.39
2705,5,8,5,3,4,63.9,60.31,17.94,54550.0,53066.24,-2.72,-1.22,66.54,89.45
2706,1,8,8,3,3,68.77,61.97,13.41,53168.67,53427.52,0.49,9.63,26.43,84.07
2707,9,2,9,3,4,37.66,43.68,26.07,77186.61,84775.43,9.83,5.12,88.19,57.44
2708,1,4,7,6,5,25.52,24.54,97.56,102932.79,100227.21,-2.63,19.74,57.88,42.9
2709,3,2,5,3,1,49.2,56.12,50.74,87704.1,78701.85,-10.26,-0.08,94.53,31.61
2710,9,7,8,3,2,66.05,71.74,79.09,142412.18,154030.92,8.16,7.53,25.09,62.67
2711,6,8,6,1,4,64.06,58.21,74.08,123417.22,117068.43,-5.14,14.1,71.34,30.43
2712,9,8,9,3,4,61.73,60.82,59.75,79900.8,77012.67,-3.61,1.21,16.98,61.81
2713,5,3,6,5,3,69.4,56.1,6.62,84896.04,78944.29,-7.01,9.87,34.45,23.2
2714,10,1,2,3,1,52.93,47.11,35.26,117425.11,108833.9,-7.32,6.94,67.4,47.71
2715,1,8,2,7,4,75.42,69.06,72.62,117703.3,120449.17,2.33,3.39,54.21,67.89
2716,3,4,9,3,5,10.21,9.22,58.61,68283.27,52249.89,-23.48,4.94,67.65,48.71
2717,5,5,2,7,5,10.32,10.94,42.21,71003.8,70037.46,-1.36,3.02,30.14,93.54
2718,10,8,9,4,3,55.28,45.15,13.88,39483.92,34510.67,-12.6,8.57,54.87,37.01
2719,8,3,6,4,3,56.27,52.23,45.83,116554.27,132763.77,13.91,1.84,69.55,41.05
2720,8,1,3,4,3,35.28,41.87,66.16,138599.43,137640.05,-0.69,-8.26,91.78,32.26
2721,5,7,2,3,2,77.74,65.21,90.27,83425.45,86626.11,3.84,-3.78,98.0,11.15
2722,5,1,7,1,4,42.34,36.93,74.5,44167.07,40995.26,-7.18,-1.15,59.73,87.32
2723,7,6,9,5,1,45.78,37.69,56.34,125702.52,133156.06,5.93,-2.52,63.25,54.06
2724,7,7,2,6,4,27.46,25.62,96.59,58875.03,59908.53,1.76,13.76,21.1,46.73
2725,2,4,5,5,1,91.4,88.42,86.34,60771.44,67849.56,11.65,7.4,92.86,48.58
2726,1,4,6,4,3,54.78,43.89,25.32,63445.45,61754.17,-2.67,0.08,38.9,96.88
2727,7,2,4,7,5,56.8,55.12,98.81,48387.88,58897.69,21.72,1.46,15.0,71.7
2728,6,2,9,1,3,16.99,14.55,15.97,141466.78,157134.21,11.07,18.06,59.99,29.28
2729,7,7,8,5,1,53.46,51.54,14.54,112751.67,110030.74,-2.41,2.11,83.59,66.01
2730,9,3,1,6,3,54.17,52.4,39.63,112831.51,113652.95,0.73,22.11,97.23,95.57
2731,9,8,9,2,3,38.87,43.86,54.33,91410.71,92371.98,1.05,-1.33,91.05,78.01
2732,3,8,5,7,2,55.04,47.55,35.84,57984.59,62381.24,7.58,-12.55,42.83,56.07
2733,6,6,3,5,5,40.7,37.22,9.54,137020.61,140951.24,2.87,18.25,31.32,1.44
2734,4,5,9,3,5,11.46,11.97,2.18,149235.62,157885.03,5.8,-3.71,23.96,54.01
2735,10,5,7,3,2,30.64,33.91,58.49,40340.0,40979.59,1.59,16.75,92.94,91.66
2736,5,7,7,2,3,74.44,61.86,12.1,148524.7,124677.08,-16.06,4.24,79.27,26.43
2737,5,7,7,2,1,60.91,69.12,78.43,62885.74,53263.4,-15.3,-12.35,54.21,16.74
2738,9,4,3,3,4,41.67,41.85,53.17,128388.05,108259.73,-15.68,6.01,69.68,79.73
2739,6,1,5,2,2,32.36,34.24,14.69,71031.16,83231.33,17.18,11.39,86.86,95.86
2740,8,1,4,1,5,34.29,35.14,41.56,38637.83,43963.51,13.78,1.34,82.44,89.24
2741,5,2,7,6,5,13.6,13.75,10.74,54089.06,54048.15,-0.08,14.44,78.27,6.44
2742,7,8,6,5,1,39.18,41.91,13.34,69098.15,70390.98,1.87,-0.38,97.38,82.7
2743,7,1,1,3,4,78.22,89.04,85.52,99261.26,74189.54,-25.26,9.92,83.63,18.21
2744,1,2,6,2,5,13.94,16.43,0.38,147219.52,134021.74,-8.96,16.96,72.8,81.79
2745,1,8,3,4,1,27.18,30.12,80.44,59922.56,55322.13,-7.68,19.46,89.59,25.22
2746,6,3,6,5,3,41.73,44.05,87.75,92954.53,101797.09,9.51,1.72,37.92,7.94
2747,3,5,2,3,3,31.15,34.71,3.08,100305.87,107382.94,7.06,6.56,35.78,27.88
2748,5,1,6,6,4,40.83,38.5,73.63,107010.25,114346.43,6.86,10.55,93.07,43.09
2749,8,4,8,5,3,68.93,61.09,71.44,94081.12,93154.93,-0.98,18.43,80.55,93.02
2750,6,8,7,7,1,61.26,68.03,6.72,54594.92,43613.2,-20.11,14.29,14.0,36.91
2751,5,2,4,4,5,44.92,39.74,17.31,91009.99,77601.67,-14.73,9.87,62.87,90.03
2752,1,8,5,1,4,43.12,49.29,92.73,41087.28,40863.97,-0.54,-4.17,62.93,42.59
